"Location.City","Location.State","Location.Country","Data.Shape","Data.Encounter duration","Data.Description excerpt","Location.Coordinates.Latitude ","Location.Coordinates.Longitude ","Dates.Sighted.Year","Dates.Sighted.Month","Date.Sighted.Day","Dates.Sighted.Hour","Dates.Sighted.Minute","Dates.Documented.Year","Dates.Documented.Month","Dates.Documented.Day"
"alameda","CA","US","fireball","300.0","I had been moving in to our new apartment in Alameda&#44 California. I was relaxing on the beach overlooking the San Francisco Bay south o","37.7652778","-122.2405556","1980","4","10","19","50","2002","8","16"
"alameda","CA","US","fireball","600.0","Small orange ball of fire floating upwards in Alameda&#44 Ca.","37.7652778","-122.2405556","2012","5","8","21","15","2012","5","13"
"alameda","CA","US","formation","180.0","Triangular craft moves like leaf and later 3 multicolor fading lights form PERFECT triangle and turn counterclockwise","37.7652778","-122.2405556","2012","6","3","22","3","2012","6","5"
"alameda","CA","US","light","7.0","stationary star moves","37.7652778","-122.2405556","2002","10","5","23","0","2002","10","15"
"alameda","CA","US","light","180.0","Single object met up with two other objects and all 3 flew in formation. Unique strobe sequence.","37.7652778","-122.2405556","2004","10","6","20","30","2004","10","27"
"alameda","CA","US","light","10800.0","I saw a single red light that never changed shape or color but moved in an unconventional fasion.","37.7652778","-122.2405556","2007","8","12","1","0","2007","11","28"
"alameda","CA","US","unknown","120.0","Two red-lighted objects with red lights flowing down from them spotted over San Francisco Bay.","37.7652778","-122.2405556","2013","9","26","20","55","2013","9","30"
"alamo","CA","US","formation","600.0","UFOs hovered in low-lying clouds near my apartment this December&#33 this sounds crazy&#44 but I SAW THEM&#33&#33&#33","37.8502778","-122.0311111","2007","12","8","5","45","2008","3","4"
"albany","CA","US","chevron","45.0","Silent chevron shaped craft flying low over Northern California","37.8869444","-122.2966667","2002","5","7","20","55","2003","4","22"
"albany","CA","US","chevron","30.0","Chevron shaped aircraft spoted over Albany California again","37.8869444","-122.2966667","2003","5","19","21","30","2003","5","27"
"albany","CA","US","circle","60.0","What looked like a moving star and a stationary star seemed to collide&#44 whereupon the stationary star also began to move.","37.8869444","-122.2966667","1957","6","30","21","0","2013","8","30"
"alhambra","CA","US","disk","1200.0","&quot;People of Earth; unite and love each other&quot;","34.0952778","-118.1261111","1977","9","15","13","44","2006","10","30"
"alhambra","CA","US","fireball","5.0","Bright flash of light and streak of light over Alhambra&#44 CA","34.0952778","-118.1261111","2006","3","25","3","50","2006","5","15"
"alhambra","CA","US","fireball","60.0","It was round and highlighted green with an outer light green layer. Weasel it up close then disappear n within 2 seconds it appeard in","34.0952778","-118.1261111","2011","3","14","12","0","2011","3","23"
"alhambra","CA","US","flash","5.0","bright light lit up Alhambra&#44 CA 12:45am&#44  so bright that all street lights turn off","34.0952778","-118.1261111","2009","5","18","12","45","2009","6","9"
"alhambra","CA","US","light","3.0","Luminous green object seen in slow descent before winking out.","34.0952778","-118.1261111","1999","10","2","1","45","1999","10","19"
"alhambra","CA","US","light","3.0","Blue/green light appear in the sky.","34.0952778","-118.1261111","2013","3","22","3","0","2013","5","15"
"alhambra","CA","US","light","120.0","I heard many stories &#44but this time I witnessed it.","34.0952778","-118.1261111","2003","8","30","23","0","2003","9","4"
"alhambra","CA","US","other","7.0","v-shaped  formation 25-30 craft very high&#44 very fast.","34.0952778","-118.1261111","2000","11","17","22","16","2000","12","2"
"alhambra","CA","US","other","120.0","This craft was NOT unidentified.  It was in fact a P-2 Orion used primarily as an electronic intelligence gathering craft.What I fo","34.0952778","-118.1261111","2002","5","13","13","45","2002","6","12"
"alhambra","CA","US","oval","300.0","3 Black ovals in the sky and a floating movie camera","34.0952778","-118.1261111","2003","10","10","12","0","2004","1","17"
"alhambra","CA","US","triangle","120.0","UFO Sighting near Los Angeles","34.0952778","-118.1261111","2002","10","4","19","10","2002","11","9"
"aliso viejo","CA","US","circle","120.0","round object hovering over city with upper and lower row of lights","33.6083333","-117.7444444","2006","12","27","21","15","2007","2","1"
"aliso viejo","CA","US","cylinder","240.0","A silver-white cylinder with detached bright yellow light right underneath seen hovering 1000 feet up and sped up noislessly.","33.6083333","-117.7444444","2005","8","27","21","45","2005","10","11"
"aliso viejo","CA","US","disk","1200.0","Oval-shaped circle of very bright lights hovering and gliding from sided to side laterally in the sky over Aliso Viejo","33.6083333","-117.7444444","2007","8","27","21","0","2007","10","8"
"aliso viejo","CA","US","fireball","30.0","Fireball approaching earth&#44 changing direction and disappearing into the clouds.","33.6083333","-117.7444444","2012","8","17","21","34","2012","8","19"
"aliso viejo","CA","US","light","1800.0","Bright&#44 moving cluster of lights above South Orange County","33.6083333","-117.7444444","2011","2","3","19","12","2011","2","8"
"aliso viejo","CA","US","light","35.0","A very bright white light moving slowly West from the South&#44 South East of Aliso Viejo California.","33.6083333","-117.7444444","2009","8","25","21","45","2009","8","27"
"aliso viejo","CA","US","other","20.0","Aliso Viejo&#44 CA 1/6/06 10:50pm square shape in sky w/ dim lights in corners flying erratically  all directions above neighborhoods.","33.6083333","-117.7444444","2006","1","4","22","50","2006","2","14"
"aliso viejo","CA","US","triangle","90.0","THESE OBJECTS APPERRED OVER ALISO VIEJO CA JUST 10 MIN. AGO. THEY WERE SILET AND LOOKED LIKE FLOATING HOUSES AND THEN THE 3 OF THEM SHO","33.6083333","-117.7444444","2001","1","29","12","35","2001","2","18"
"allendale","CA","US","triangle","1800.0","3 Triangle ufos over Allendale&#44 Ca  ((NUFORC Note:  Student report.  Possible hoax&#44 we wonder.  PD))","38.4447222","-121.9419444","2008","2","28","22","0","2008","3","4"
"alpine","CA","US","light","1200.0","cluster of 5 circular white lights","32.835","-116.7655556","2005","1","3","0","35","2005","1","11"
"alpine","CA","US","other","300.0","Red and silver ball seen over mountain town of Alpine&#44 CA.","32.835","-116.7655556","2011","8","14","16","50","2011","12","12"
"alpine","CA","US","other","30.0","Football shaped object w/no lights being chased by a helicopter.","32.835","-116.7655556","2013","6","27","23","55","2013","7","3"
"alpine","CA","US","triangle","5.0","Sighted a triangle object&#44 dark moving at a tremendous speed&#44 silently out of sight past the horizon in 5 seconds.","32.835","-116.7655556","2001","4","27","23","0","2001","4","28"
"alta loma","CA","US","circle","3600.0","Very bright circular object about 1500 to 2000 above ground level very slowly moving to the southwest.","34.1222222","-117.5972222","1997","9","10","19","0","1999","1","28"
"alta loma","CA","US","circle","300.0","3 Bright Orange Lights forming triangle.","34.1222222","-117.5972222","2014","1","8","21","0","2014","1","10"
"alta loma","CA","US","circle","100.0","UFO below the Moon from California","34.1222222","-117.5972222","2007","12","24","1","49","2008","3","4"
"alta loma","CA","US","unknown","60.0","Weird sound over Rancho Cucamonga","34.1222222","-117.5972222","2009","6","3","3","0","2009","6","9"
"altadena","CA","US","light","120.0","Moving light stops in mid-flight then vanishes","34.1897222","-118.1302778","2005","7","4","20","0","2006","7","16"
"altadena","CA","US","oval","480.0","Yes&#44 I appreciate that today is April 1. However&#44 I would find it difficult to explain what I saw this evening as an April fools joke.","34.1897222","-118.1302778","2012","4","1","19","52","2012","4","18"
"altadena","CA","US","triangle","30.0","Stationary Black Triangle over Southern California Near JPL&#44 spotted by 2 witnesses. 20-30 seconds.","34.1897222","-118.1302778","2003","8","11","13","47","2003","8","28"
"alturas","CA","US","disk","180.0","pink/reddish glow with a gray round craft there was only one. It swayed back and forth and dissappeared.Jan. 15&#44 1997 approx. 5:30p","41.4872222","-120.5413889","1997","1","15","18","30","2001","8","5"
"alturas","CA","US","formation","20.0","bright lights in formation traveling south to north","41.4872222","-120.5413889","1999","9","1","21","30","1999","9","12"
"alturas","CA","US","light","120.0","Three lights appear in the Modoc County skies.","41.4872222","-120.5413889","2006","8","29","22","0","2006","10","30"
"alturas","CA","US","triangle","1800.0","This is clearly happening here and to quote Mr. Holloway.... &quot;There are UFO&#39s in Modoc County.&quot;","41.4872222","-120.5413889","2005","3","7","20","0","2005","5","11"
"alturas","CA","US","triangle","1200.0","Newspaper Article to March 7th Sighting","41.4872222","-120.5413889","2005","3","7","20","0","2005","5","11"
"amboy","CA","US","cigar","60.0","driving in the desert saw lights moving rapidly&#44 and saw the craft on the ground.","34.5577778","-115.7436111","2006","1","29","19","0","2006","2","14"
"amboy","CA","US","light","600.0","4 lights in diamond shaped formation hovering in the california desert&#44 then dissapearing.","34.5577778","-115.7436111","2009","3","12","0","25","2009","8","5"
"amboy","CA","US","other","420.0","((HOAX??))  10 spacecraft and the wormhole that they came out of somewhere over amboy ca. 7/26/10 9.or 9.30pm.","34.5577778","-115.7436111","2010","7","26","21","30","2011","2","8"
"american canyon","CA","US","triangle","60.0","I SAW A TRIANGULAR SHAPED CRAFT AND I SAW INSIDE OF IT.","38.175","-122.2597222","1997","6","1","10","0","2002","2","22"
"anaheim","CA","US","changing","420.0","A coworker and I noticed a black roundish object that appeared to be hovering above the Disneyland hotel.","33.8352778","-117.9136111","2004","3","1","10","50","2004","3","9"
"anaheim","CA","US","cigar","60.0","((HOAX??))  I  saw a cigar shaped craft. I did not know if it was an alien craft.","33.8352778","-117.9136111","2006","11","28","23","0","2006","12","14"
"anaheim","CA","US","circle","20.0","dim light mocing oddly","33.8352778","-117.9136111","2001","11","28","18","0","2002","5","14"
"anaheim","CA","US","circle","180.0","We were at Disneyland walking around and I noticed a round orange sphere/UFO moving very slow in the sky.  It was an odd orange color w","33.8352778","-117.9136111","2012","6","22","20","30","2012","7","4"
"anaheim","CA","US","circle","900.0","Glowing Globe of Light","33.8352778","-117.9136111","2009","2","18","21","32","2009","3","19"
"anaheim","CA","US","circle","120.0","a disneyland area ufo 1988","33.8352778","-117.9136111","1988","11","19","18","15","2001","10","12"
"anaheim","CA","US","cross","1380.0","Cross-like UFO off 91 freeway in Anaheim&#44 CA.","33.8352778","-117.9136111","2010","8","8","10","0","2010","8","24"
"anaheim","CA","US","cylinder","30.0","Cylindrical shaped very fast hovering craft..1972 siting","33.8352778","-117.9136111","1972","3","20","17","30","2002","6","12"
"anaheim","CA","US","cylinder","120.0","My car&#44 and the ones behind me stoped&#44 and the U.F.O.&#39s landed&#44when they were gone the cars started up.","33.8352778","-117.9136111","2003","5","13","12","0","2003","5","27"
"anaheim","CA","US","diamond","720.0","Large fiery orange object seemed to come apart then turned and climbed in altitude and speed.","33.8352778","-117.9136111","2009","10","30","22","20","2009","12","12"
"anaheim","CA","US","diamond","3600.0","The most best thing that I seen in my life","33.8352778","-117.9136111","2003","12","31","1","0","2004","1","31"
"anaheim","CA","US","disk","300.0","Spinning top shaped craft photographed in california November 2008","33.8352778","-117.9136111","2008","11","14","20","30","2010","11","21"
"anaheim","CA","US","disk","5.0","Flying Saucer Seen Cruising Over I-5 Near Anaheim Late at Night","33.8352778","-117.9136111","2010","3","10","0","45","2010","4","13"
"anaheim","CA","US","disk","90.0","i saw what i thought was a shooting star but then it dissapered only to turn itself upright and just hoover over the house tops. for se","33.8352778","-117.9136111","1988","11","19","18","15","2002","8","16"
"anaheim","CA","US","disk","180.0","UFO seen flying over Disneyland during fireworks show.","33.8352778","-117.9136111","2011","6","16","21","0","2012","7","4"
"anaheim","CA","US","disk","1200.0","First sighting 1963 disk shaped 50 foot diameter&#44 no noise and was stable when stopped over my head.","33.8352778","-117.9136111","1963","6","30","14","0","2012","4","18"
"anaheim","CA","US","disk","60.0","silent oval ufo","33.8352778","-117.9136111","2002","2","18","22","15","2002","5","14"
"anaheim","CA","US","disk","60.0","Flying disk over Anaheim Ca","33.8352778","-117.9136111","2009","1","16","20","30","2009","3","19"
"anaheim","CA","US","fireball","300.0","Yellow glowing object that shone like a star but distinct from either stars &#44 human craft&#44 meteor","33.8352778","-117.9136111","2012","2","14","0","0","2012","3","13"
"anaheim","CA","US","fireball","180.0","Manuevering Fireballs in the Sky in Souther California","33.8352778","-117.9136111","2014","5","4","23","10","2014","5","8"
"anaheim","CA","US","fireball","25.0","Falling star&#44 south of me&#44 moments later saw a sphere floating towards me from the direction of where the falling star would have land","33.8352778","-117.9136111","2013","7","27","22","0","2013","8","30"
"anaheim","CA","US","fireball","3.0","large blue fireball moving very fast","33.8352778","-117.9136111","2004","12","16","20","30","2005","1","11"
"anaheim","CA","US","fireball","900.0","Ufo shooting smaller crafts from bigger Ufo","33.8352778","-117.9136111","1999","11","24","10","0","2008","10","31"
"anaheim","CA","US","fireball","120.0","While Driving West bound on the 91 freeway around the State College exit. I thought I saw a falling star&#44 but when they started to fly","33.8352778","-117.9136111","2008","1","26","17","52","2008","2","14"
"anaheim","CA","US","formation","20.0","Triangular formations over Anaheim&#44 CA","33.8352778","-117.9136111","2001","12","4","21","0","2001","12","5"
"anaheim","CA","US","formation","180.0","3 multicolored lights in triangular formation hovering and then rising up.  It changed formation and moved on a curve several times.","33.8352778","-117.9136111","2009","12","24","18","30","2010","2","14"
"anaheim","CA","US","light","300.0","Bright Copper color light moving over Anaheim CA sky","33.8352778","-117.9136111","2012","9","26","19","40","2012","10","30"
"anaheim","CA","US","light","5.0","A bright star-like white light suddenly appeared around 8 a.m.&#44 a dark shaft appeared hanging down from it&#44 then vanished.","33.8352778","-117.9136111","2013","7","12","8","0","2013","7","22"
"anaheim","CA","US","light","300.0","Red light in sky dropping flares","33.8352778","-117.9136111","2012","9","11","0","0","2012","9","24"
"anaheim","CA","US","light","300.0","UFO over Disneyland.","33.8352778","-117.9136111","2009","10","10","20","30","2009","12","12"
"anaheim","CA","US","light","1800.0","Looked up in the WNW sky and saw a light that was blinking white&#44green&#44and then red; object briefly moved and then stayed still.","33.8352778","-117.9136111","2009","9","20","19","40","2009","12","12"
"anaheim","CA","US","light","60.0","Facing west toward John Wayne Airport I observed two luminous objects flying above the light cloud cover at high altitude. Objects ente","33.8352778","-117.9136111","2007","4","13","19","23","2007","4","27"
"anaheim","CA","US","other","900.0","In March of 1995 returning from St. Joseph Hospital to give blood for a upcoming surgery I was going west on the 91 Freeway at about 12","33.8352778","-117.9136111","1995","3","5","12","0","2003","10","31"
"anaheim","CA","US","other","1340.0","It is about 11:29 PM right now&#44 I went outside to check on my car that is parked on the outside curb of my apartment when I saw  a star","33.8352778","-117.9136111","2004","5","8","22","0","2004","5","10"
"anaheim","CA","US","oval","30.0","slow moving&#44 then abrubtly shot off in aprox 25 degree angle and quickly gone.","33.8352778","-117.9136111","1999","5","19","15","30","1999","6","23"
"anaheim","CA","US","rectangle","300.0","brown rectangular object&#44 appeared very high&#44 no movement or sound","33.8352778","-117.9136111","1999","8","23","16","0","1999","10","2"
"anaheim","CA","US","sphere","300.0","orbs fast dissapear","33.8352778","-117.9136111","2009","4","30","23","0","2009","5","12"
"anaheim","CA","US","sphere","120.0","Helicopter chasing ball of light.","33.8352778","-117.9136111","2014","3","12","19","30","2014","3","18"
"anaheim","CA","US","sphere","900.0","Ball of multicolored light in sky","33.8352778","-117.9136111","2012","11","8","23","0","2012","12","20"
"anaheim","CA","US","teardrop","480.0","One object &#44 bell shapes&#44 was observed at approximately 2130 to 2138 It came from the south and at changing speeds moved across the sky","33.8352778","-117.9136111","2002","7","20","21","0","2002","7","26"
"anaheim","CA","US","triangle","5.0","three lighted triangular object","33.8352778","-117.9136111","2010","12","26","22","54","2011","1","5"
"anaheim","CA","US","triangle","300.0","I saw a triangular&#44 see through object","33.8352778","-117.9136111","2003","6","18","6","30","2005","5","24"
"anaheim","CA","US","triangle","45.0","We were fishing in Anaheim&#44 CA&#44 on July 23&#44 2011&#44 when we saw a large triangle UFO fly overhead","33.8352778","-117.9136111","2011","7","23","23","6","2011","8","21"
"anaheim","CA","US","triangle","20.0","Low flying&#44 triangular shaped&#44 series of dimly lit orange lights","33.8352778","-117.9136111","2010","11","28","22","0","2011","1","5"
"anaheim","CA","US","triangle","12.0","Triangular shape object with very faint&#44 dimmed circles for gray light seen over Disneyland.","33.8352778","-117.9136111","2009","4","25","22","45","2009","5","12"
"anaheim","CA","US","triangle","10.0","Triangle shape U.F.O. flying by overhead","33.8352778","-117.9136111","2009","1","31","22","0","2009","3","19"
"anaheim","CA","US","unknown","900.0","Silent&#44 hovering&#44 orange light at about 500 ft and about 1oo yds away.and disappeared in an instant.","33.8352778","-117.9136111","2013","1","1","21","0","2013","6","2"
"anaheim","CA","US","unknown","600.0","Saw a shine object hovering next to the moon. Looked like the sun glinting off metal","33.8352778","-117.9136111","1999","5","24","18","0","1999","6","23"
"anaheim hills","CA","US","light","4.0","It looked like the light from a satelite.","33.8444444","-117.7763889","2003","8","24","21","15","2003","8","28"
"anaheim hills","CA","US","light","1620.0","Very slow almost hovering lights that seemed like aircraft lights but only moved maybe a mile in 27 minutes in an odd shaped path","33.8444444","-117.7763889","2005","5","30","2","36","2005","6","20"
"anaheim hills","CA","US","light","3.0","Bright bluegreen light streaking across sky from South to North.","33.8444444","-117.7763889","1998","1","27","21","50","1998","3","7"
"anaheim hills","CA","US","light","120.0","red lights in the sky","33.8444444","-117.7763889","2003","12","23","22","40","2004","1","17"
"anaheim hills","CA","US","light","90.0","We witnessed 3 green and 1 pink light flying in formation","33.8444444","-117.7763889","2000","1","2","21","30","2000","1","7"
"anaheim hills","CA","US","oval","1200.0","Moon colored orb with red light inside and bright star light just outside the orb","33.8444444","-117.7763889","2009","1","18","20","40","2009","3","19"
"anaheim hills","CA","US","teardrop","900.0","small&#44 white&#44 slowly moving object too high for an airplane&#44 had to stare at the sky for about a min to even see it.","33.8444444","-117.7763889","2001","7","14","19","50","2001","8","5"
"anderson","CA","US","circle","10.0","Two round reddish orange metallic disks few overhead and were seen for about seven seconds.","40.4483333","-122.2966667","1972","6","9","13","0","2010","2","14"
"anderson","CA","US","cross","1800.0","airplane 200 ft altitude&#44 about 40-50 ft width&#44 60 ft length&#44 motionless for 20 minutes&#44 then turned slowly and moved forward ne about","40.4483333","-122.2966667","1996","3","30","10","0","1999","4","2"
"anderson","CA","US","disk","2700.0","11 pulsing lights were seen by 7 witnesses&#44 the lights would go out to become discs.","40.4483333","-122.2966667","2012","1","1","0","15","2012","1","12"
"anderson","CA","US","egg","5.0","I saw what appeared to be a white shooting star (no tail)&#44 4x larger than the brightest star in the sky&#44 moving very fast.  It suddenly","40.4483333","-122.2966667","1999","6","25","0","0","1999","7","5"
"anderson","CA","US","fireball","120.0","Ball of light after 2 different fireworks in 2 days seen by 2 different family members in 2different areas..","40.4483333","-122.2966667","2012","7","3","22","0","2012","8","5"
"anderson","CA","US","formation","600.0","Orange orbs seen in Anderson&#44 CA.","40.4483333","-122.2966667","2011","12","31","23","59","2013","2","18"
"anderson","CA","US","light","420.0","Moving lights that changed colors and sped away at a high rate of speed.","40.4483333","-122.2966667","2011","12","31","23","59","2012","1","12"
"anderson","CA","US","light","300.0","almost rocket like&#44  but like nothing I ever saw ((Vandenberg rocket launch.  PD))","40.4483333","-122.2966667","2002","10","14","19","30","2002","10","15"
"anderson","CA","US","other","5.0","All I saw was a blue-green light flash from one part of the sky to the other in a north/south direction. this flash started in the atmo","40.4483333","-122.2966667","1993","6","15","1","30","1998","11","1"
"angels camp","CA","US","circle","120.0","Strange Object in Angels Camp&#44 CA.  ((NUFORC Note:  Probable sighting of the star&#44 &quot;Sirius&#44&quot; we suspect.  PD))","38.0683333","-120.5386111","2005","5","2","0","30","2005","5","24"
"angels camp","CA","US","sphere","180.0","Mothlike craft over angels camp CA","38.0683333","-120.5386111","2002","5","25","3","30","2002","6","12"
"angels camp","CA","US","sphere","600.0","Bright spherical object seen hovering above hills of Angels Camp.","38.0683333","-120.5386111","2005","11","16","22","0","2005","12","16"
"angelus oaks","CA","US","circle","1.0","Strange shadow in the sky","34.1458333","-116.9816667","2009","2","16","20","0","2009","3","19"
"angwin","CA","US","disk","258.0","2 large disk shaped saucers hovering over a part of the valley for 4 minutes&#44 then dissappearing into the sky.","38.5758333","-122.4488889","2004","10","8","1","0","2004","10","27"
"antelope","CA","US","circle","240.0","Orange/golden orb floats above Antelope/North Highlands&#44 CA before dissappearing as small plane approached.","38.7083333","-121.3288889","2014","2","23","22","0","2014","2","27"
"antelope","CA","US","cylinder","600.0","On 10/18/13 at 19:00 we (adult and 2 teenagers) noticed a red/orange glowing cylinder object due west from our upstairs bedroom window.","38.7083333","-121.3288889","2013","10","18","19","0","2013","10","23"
"antelope","CA","US","other","120.0","Crescent Moon shaped object in Sacramento County California","38.7083333","-121.3288889","2010","10","7","19","30","2010","11","21"
"antelope","CA","US","other","900.0","Moving orange light of irregular shape over Antelope. CA.","38.7083333","-121.3288889","2014","3","22","22","50","2014","3","27"
"antelope","CA","US","other","900.0","strange object over north sacramento 9:30ish pm sunday sept. 9th 2007","38.7083333","-121.3288889","2007","9","9","21","30","2007","10","8"
"antelope","CA","US","rectangle","120.0","Rectangle with chasing lights on the bottom","38.7083333","-121.3288889","2008","11","20","19","30","2009","1","10"
"antelope","CA","US","triangle","90.0","while driving on a country road we observed a large triangle with many blinking lights hovering at a very low altitude.","38.7083333","-121.3288889","2006","1","25","19","30","2006","2","14"
"antelope","CA","US","unknown","120.0","broken trangular patterned lights","38.7083333","-121.3288889","1995","10","28","21","0","2004","8","24"
"antelope acres","CA","US","other","45.0","odd single light in the sky","34.7544444","-118.2886111","2006","7","27","21","48","2006","10","30"
"antioch","CA","US","cigar","180.0","07/09/2010&#44 Antioch&#44 CA; oblong&#44 3 min.&#44 luminous red orange&#44 3 x&#39s larger than a small plane&#44 pulsing soft noise&#44strait low flight.","38.005","-121.8047222","2010","7","9","1","59","2010","7","10"
"antioch","CA","US","circle","56000.0","((HOAX??))  BIG circular ball of light flashes across sky at a super fast speed.","38.005","-121.8047222","2013","12","2","19","0","2013","12","5"
"antioch","CA","US","circle","300.0","Glowing Orange orb with small red orbs or embers falling out of it","38.005","-121.8047222","2012","1","11","20","11","2012","1","24"
"antioch","CA","US","circle","300.0","Multiple red llights in a row sighted  from my home in Antioch &#44 Calif.","38.005","-121.8047222","2007","12","31","0","5","2008","1","21"
"antioch","CA","US","circle","240.0","Orange over livermore Ca&#44 viewed from antioch Ca","38.005","-121.8047222","2011","6","10","23","20","2011","6","12"
"antioch","CA","US","circle","1500.0","Peculiar lights over the Antioch&#44 CA sky","38.005","-121.8047222","2003","10","12","2","0","2003","10","31"
"antioch","CA","US","circle","1200.0","&#9;UFO sighting Antioch CA--4 orange lights.","38.005","-121.8047222","2013","11","24","10","0","2013","12","2"
"antioch","CA","US","circle","120.0","Red/Orange light in the sky.","38.005","-121.8047222","2013","2","15","3","40","2013","2","18"
"antioch","CA","US","circle","3600.0","I was looking up W nite sky 4:30am and noticed a blinking light.  I do not have telescope but binoculars and i looked thru them.","38.005","-121.8047222","2012","6","12","4","30","2012","6","14"
"antioch","CA","US","diamond","2700.0","Large bright white lights flashing with blue lights on two sides hovering in western sky which was dark at the time and slightly cloudy","38.005","-121.8047222","2010","9","18","5","0","2010","11","21"
"antioch","CA","US","disk","300.0","Three metallic looking objects found in sky over Antioch on morning of 9/15/04.","38.005","-121.8047222","2004","9","15","6","55","2004","9","29"
"antioch","CA","US","disk","900.0","Lengthly daylight sighting Antich&#44CA....7.24.00....fishing off pier&#44...object did 45degree turn...and vanished..and appeared constantly","38.005","-121.8047222","2000","7","24","11","50","2001","11","20"
"antioch","CA","US","egg","688.0","I was driving to my paper route (east bound). It was a full moon here in Antioch and no clouds were in sight.The time was 11:23pm&#44 I lo","38.005","-121.8047222","2001","4","7","23","23","2001","4","28"
"antioch","CA","US","fireball","420.0","Fireball like object&#44 dropping flare like objects then disappearing","38.005","-121.8047222","2003","2","27","5","0","2003","3","11"
"antioch","CA","US","fireball","5.0","Sept 6 2001 4:50 a.m. Contra  Costa co. Ca  Looked like shooting star but right to left.Slight left turn before gone.","38.005","-121.8047222","2001","9","6","4","50","2001","10","12"
"antioch","CA","US","fireball","300.0","Fireball like object&#44 dropping something then disappearing","38.005","-121.8047222","2003","2","26","3","43","2003","3","11"
"antioch","CA","US","fireball","30.0","Fireball Frequesntly Seen In Antioch CA","38.005","-121.8047222","2002","1","26","18","52","2002","2","22"
"antioch","CA","US","fireball","1200.0","We really do not know what it was  we do not drink or do drugs but we know we saw something in the sky","38.005","-121.8047222","2012","4","2","22","30","2012","4","18"
"antioch","CA","US","fireball","120.0","Two orange objects seen one dropping smaller orange lights underneath it.","38.005","-121.8047222","2002","1","18","22","50","2002","1","29"
"antioch","CA","US","fireball","120.0","Bright red flash of light hovering over Fairfield/Antioch area","38.005","-121.8047222","2007","1","4","22","46","2007","2","1"
"antioch","CA","US","fireball","900.0","3 fireballs dropping smaller balls of light seen in the north sky moving east over antioch california","38.005","-121.8047222","2004","11","24","20","30","2004","12","3"
"antioch","CA","US","fireball","10.0","Ball of light appeared from nowhere in the &#44 moved at a high speed than disappeared&#44 yellowish red color","38.005","-121.8047222","2013","3","28","23","30","2013","5","15"
"antioch","CA","US","fireball","10.0","appeared too be a very large gigantic bright shooting like star which was fluorescent-white in color with a reddish-orange aura around","38.005","-121.8047222","2009","6","1","0","0","2009","8","5"
"antioch","CA","US","fireball","600.0","We observed an orange fireball moving slowly&#44 under the cloud layer. First moving in an easterly direction&#44 then turning north.","38.005","-121.8047222","2000","4","17","22","30","2000","4","26"
"antioch","CA","US","flash","3600.0","blue flashing light  with undulating whisp traling seen south west of downtown antioch from 10:30-11:30 pm on 08/08/2004","38.005","-121.8047222","2004","8","8","10","30","2004","8","11"
"antioch","CA","US","formation","1200.0","Witnessed three glowing objects in sky in a perfect isoceles triangle and watched two accelerate into the distance very&#44 very fast.","38.005","-121.8047222","2002","1","29","22","0","2002","2","22"
"antioch","CA","US","light","480.0","Five lit objects high in the sky... New Years Eve in Antioch&#44 California...1/1/08 at 12:05 AM","38.005","-121.8047222","2008","1","1","0","5","2008","1","21"
"antioch","CA","US","light","300.0","4 lights in the sky in a formation","38.005","-121.8047222","2012","1","25","21","0","2012","2","3"
"antioch","CA","US","light","300.0","4 ufo witnesses antioch ca","38.005","-121.8047222","2012","1","25","21","0","2012","2","3"
"antioch","CA","US","light","1800.0","20 silent large reddish-orange lights over Antioch California shoot something out the bottom then fly off to the west towards Mt.Diablo","38.005","-121.8047222","2013","11","8","22","0","2013","11","11"
"antioch","CA","US","light","1800.0","Glowing orange light&#44 much lower to the ground than any kind of aircraft.  Saw similar event on 12/31/99 - three lights at that time.","38.005","-121.8047222","2000","4","13","5","30","2000","4","15"
"antioch","CA","US","light","180.0","2 lights being chase by 2 fighters at night.","38.005","-121.8047222","2012","10","9","8","10","2012","10","30"
"antioch","CA","US","light","180.0","Red lights in triangle form flying in sky","38.005","-121.8047222","2012","1","25","21","0","2012","2","3"
"antioch","CA","US","light","120.0","Glowing ball that left a vapor trail.","38.005","-121.8047222","2002","9","19","19","36","2002","9","28"
"antioch","CA","US","light","120.0","Observed a bright orange glowing light in controlled flight which abruptly disappeared&#44 replaced by spark like lights which continued o","38.005","-121.8047222","2000","2","29","22","40","2000","3","7"
"antioch","CA","US","light","900.0","3 BRIGHT ORANGE LIGHTS HOVERED IN SKY.","38.005","-121.8047222","2012","11","9","23","0","2012","11","19"
"antioch","CA","US","light","900.0","UFO sighted over Antioch&#44 CA 08/16/10 Stationary for 10 minutes.","38.005","-121.8047222","2010","8","16","20","58","2010","8","24"
"antioch","CA","US","light","600.0","A bright round yellow/orange pulsing object that moved slowly and silently.","38.005","-121.8047222","2004","1","30","3","30","2004","1","31"
"antioch","CA","US","other","1800.0","Objects in sky over Antioch California 12:03AM January 1&#44  2010","38.005","-121.8047222","2010","1","1","0","3","2010","2","14"
"antioch","CA","US","other","27.0","The thing look like oval shaped but not round.  ((NUFORC Note:  We are uncertain as to whether this is a serious report.  PD))","38.005","-121.8047222","2004","4","4","1","0","2010","7","28"
"antioch","CA","US","other","3600.0","Extremely bright green object&#44 with red lights and a strob&#44 randomingly changing its position in the sky.","38.005","-121.8047222","2001","3","12","22","30","2001","3","16"
